gender,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,Contract,PaymentMethod,TotalCharges,Churn
Male,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Electronic check,2447.95,Yes
Male,Yes,Yes,56,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,One year,Mailed check,2884.9,No
Male,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,3050.15,Yes
Female,No,No,4,Yes,Yes,DSL,No,No,No,Yes,Yes,Month-to-month,Mailed check,253,No
Male,No,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Bank transfer (automatic),4517.25,Yes
Male,No,No,10,Yes,No,DSL,No,No,No,No,No,Month-to-month,Credit card (automatic),436.2,No
Male,No,No,4,No,No phone service,DSL,No,No,No,Yes,No,Month-to-month,Electronic check,118.4,No
Male,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.9,Yes
Female,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Mailed check,3649.6,No
Male,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Electronic check,1200.15,Yes
Female,No,No,6,No,No phone service,DSL,No,No,No,Yes,Yes,One year,Mailed check,255.6,No
Male,Yes,Yes,63,No,No phone service,DSL,No,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),2395.05,No
Female,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,70.6,Yes
Female,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Credit card (automatic),5083.55,No
Female,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Credit card (automatic),389.6,Yes
Female,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),644.5,No
Male,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Electronic check,523.5,Yes
Male,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,39.3,No
Female,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),989.05,No
Female,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Bank transfer (automatic),2406.1,No
Male,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,638.55,No
Female,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,191.1,No
Female,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Month-to-month,Electronic check,4524.05,No
Female,No,No,46,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,One year,Credit card (automatic),4664.2,No
Male,No,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,One year,Electronic check,3470.8,No
Male,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Two year,Electronic check,6910.3,No
Female,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Two year,Mailed check,4014.2,No
Female,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),1288,No
Female,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Electronic check,2277.65,Yes
Female,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Two year,Bank transfer (automatic),6375.8,No
Female,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,Month-to-month,Electronic check,24.8,Yes
Male,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,One year,Bank transfer (automatic),5251.75,No
Female,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Credit card (automatic),1505.45,No
Male,No,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,One year,Credit card (automatic),6903.1,Yes
Female,No,No,18,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,Electronic check,913.3,No
Female,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,No,No,Yes,One year,Electronic check,5535.8,No
Male,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,No,No,Two year,Bank transfer (automatic),815.55,No
Male,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Credit card (automatic),1411.65,No
Female,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,Two year,Bank transfer (automatic),5602.25,No
Male,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),8244.3,No
Female,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,741.5,No
Male,Yes,Yes,68,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Two year,Credit card (automatic),4375.8,No
Male,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,1008.7,Yes
Male,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Two year,Credit card (automatic),5968.4,No
Female,No,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Electronic check,3096.9,No
Male,Yes,No,51,Yes,Yes,DSL,No,No,No,Yes,Yes,Two year,Bank transfer (automatic),3901.25,No
Female,No,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Month-to-month,Credit card (automatic),2613.4,No
Female,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,853.1,Yes
Female,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),5661.7,No
Male,No,No,10,Yes,Yes,DSL,No,No,No,No,Yes,Month-to-month,Credit card (automatic),794.25,Yes
Female,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Electronic check,695.05,No
Female,No,No,2,Yes,No,DSL,No,No,Yes,Yes,Yes,Month-to-month,Electronic check,160.8,Yes
Male,No,No,55,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,One year,Mailed check,5552.05,No
Male,No,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Month-to-month,Bank transfer (automatic),3275.15,No
Female,Yes,Yes,46,Yes,No,Fiber optic,No,No,Yes,Yes,No,One year,Bank transfer (automatic),4236.6,No
Female,No,Yes,1,Yes,No,DSL,Yes,No,No,Yes,No,Month-to-month,Electronic check,54.5,No
Female,No,No,20,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,Mailed check,1174.35,Yes
Male,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Electronic check,741.7,Yes
Male,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Credit card (automatic),3019.25,Yes
Female,Yes,Yes,19,Yes,No,DSL,No,No,Yes,No,No,Month-to-month,Bank transfer (automatic),962.9,No
Female,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Two year,Credit card (automatic),4759.75,Yes
Female,No,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),1498.35,No
Male,No,No,26,Yes,No,DSL,No,No,No,No,No,Month-to-month,Electronic check,1233.15,No
Male,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Bank transfer (automatic),4882.8,No
Male,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Two year,Credit card (automatic),5411.65,No
Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.65,Yes
Female,No,No,3,Yes,No,DSL,No,No,No,No,No,Month-to-month,Mailed check,148.05,No
Female,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,One year,Bank transfer (automatic),3930.55,No
Male,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),6895.5,No
Male,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Mailed check,84.65,Yes
Female,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,One year,Mailed check,6856.95,No
Female,Yes,Yes,37,Yes,No,DSL,Yes,Yes,No,No,Yes,One year,Bank transfer (automatic),2658.8,No
Male,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,Two year,Mailed check,3766.2,No
Female,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,69.55,Yes
Female,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),129.55,No
Female,No,No,13,No,No phone service,DSL,No,Yes,No,No,No,Month-to-month,Electronic check,347.25,Yes
Female,Yes,Yes,11,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,Bank transfer (automatic),581.7,No
Male,No,No,7,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,Mailed check,354.05,Yes
Female,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,929.45,No
Male,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),679,No
Female,No,No,62,Yes,No,DSL,Yes,No,No,Yes,No,Two year,Mailed check,3846.75,No
Male,Yes,No,64,Yes,Yes,DSL,No,Yes,No,Yes,No,One year,Mailed check,4480.7,No
Female,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,Month-to-month,Bank transfer (automatic),44.35,Yes
Male,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,499.4,No
Female,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,One year,Mailed check,1553.2,No
Male,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),219.5,No
Female,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,One year,Mailed check,5311.85,No
Female,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,586.05,Yes
Male,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Credit card (automatic),2576.8,No
Female,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,No,Two year,Credit card (automatic),6435.25,No
Female,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,1993.25,No
Male,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Month-to-month,Bank transfer (automatic),1923.85,No
Male,Yes,Yes,20,Yes,No,DSL,No,No,Yes,No,No,Month-to-month,Electronic check,939.8,No
Female,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,84.6,No
Male,No,Yes,54,Yes,Yes,DSL,No,Yes,No,No,No,Month-to-month,Credit card (automatic),3092.65,Yes
Female,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Mailed check,415.55,Yes
Female,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),5986.55,No
Male,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Electronic check,5487,No
Female,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,651.5,No
Female,No,No,1,Yes,No,DSL,No,No,No,No,No,Month-to-month,Mailed check,45.4,No
Male,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,73.65,Yes
Male,Yes,Yes,33,Yes,No,DSL,No,No,Yes,Yes,Yes,One year,Mailed check,2405.05,Yes
Female,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Electronic check,4458.15,Yes
Male,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Two year,Electronic check,6856.45,No
Male,No,No,1,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,Mailed check,50.75,No
Male,No,No,54,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),4735.2,No
Male,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,682.15,No
Male,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Bank transfer (automatic),4525.8,No
Female,No,Yes,11,No,No phone service,DSL,No,No,No,No,No,Month-to-month,Electronic check,321.05,No
Male,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,Month-to-month,Bank transfer (automatic),335.65,No
Male,No,No,21,Yes,No,DSL,Yes,No,Yes,No,Yes,Month-to-month,Bank transfer (automatic),1424.4,No
Female,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),1748.55,No
Female,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,474.9,Yes
Female,No,No,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,Month-to-month,Electronic check,668.4,Yes
Male,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,Electronic check,926.25,Yes
Male,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,1077.95,No
Male,Yes,Yes,49,No,No phone service,DSL,No,Yes,No,No,Yes,One year,Bank transfer (automatic),2541.25,Yes
Female,Yes,No,1,Yes,No,DSL,No,No,No,No,No,Month-to-month,Electronic check,46,Yes
Male,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,1156.1,Yes
Male,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,No,No,Two year,Bank transfer (automatic),3694.45,No
Male,No,No,17,No,No phone service,DSL,No,No,No,No,No,Month-to-month,Credit card (automatic),382.8,No
Male,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Bank transfer (automatic),1167.8,Yes
Male,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),746.75,No
Male,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,One year,Mailed check,3912.9,Yes
Female,Yes,Yes,12,No,No phone service,DSL,No,No,No,Yes,No,One year,Credit card (automatic),368.85,No
Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.2,No
Female,No,No,28,Yes,No,DSL,Yes,Yes,No,Yes,No,One year,Electronic check,1654.7,No
Male,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),1940.85,No
Female,No,Yes,5,Yes,No,DSL,No,No,No,No,No,Month-to-month,Mailed check,221.7,Yes
Male,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Credit card (automatic),1794.65,No
Male,Yes,No,70,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Two year,Credit card (automatic),5289.8,No
Female,Yes,Yes,9,Yes,Yes,DSL,No,Yes,No,No,No,Month-to-month,Mailed check,501.2,No
Female,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),6140.85,No
Female,No,No,1,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,Bank transfer (automatic),48.45,No
Female,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,309.25,No
Male,No,No,4,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,Credit card (automatic),201.1,Yes
Male,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,One year,Bank transfer (automatic),6179.35,No
Male,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Month-to-month,Electronic check,2838.7,Yes
Male,Yes,No,1,Yes,No,DSL,Yes,No,Yes,No,No,Month-to-month,Mailed check,55.7,No
Female,No,No,55,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,One year,Credit card (automatic),4589.85,No
Male,No,No,59,Yes,No,DSL,No,No,Yes,Yes,Yes,Month-to-month,Electronic check,3735.45,No
Female,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Mailed check,70.15,Yes
Female,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Bank transfer (automatic),477.55,No
Male,Yes,Yes,45,Yes,No,DSL,Yes,No,No,Yes,No,Two year,Bank transfer (automatic),2553.7,No
Female,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),1342.15,No
Male,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,1216.35,No
Female,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,One year,Credit card (automatic),7578.05,No
Male,Yes,No,44,Yes,No,DSL,Yes,Yes,No,Yes,No,One year,Bank transfer (automatic),2603.95,No
Male,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,42.7,No
Female,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,One year,Bank transfer (automatic),6056.9,No
Male,Yes,Yes,68,No,No phone service,DSL,Yes,Yes,No,No,Yes,One year,Mailed check,2983.65,No
Female,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),689.35,No
Female,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Bank transfer (automatic),2025.1,No
Male,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,Electronic check,1747.2,No
Female,Yes,Yes,55,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),4657.95,No
Male,No,No,9,No,No phone service,DSL,No,No,No,No,Yes,Month-to-month,Credit card (automatic),296.1,Yes
Male,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),8016.6,No
Female,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,81.1,Yes
Male,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,433.5,No
Female,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.55,Yes
Female,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Two year,Electronic check,6428.4,Yes
Female,Yes,No,67,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),5883.85,No
Female,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,No,Month-to-month,Electronic check,1043.8,No
Male,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Month-to-month,Electronic check,6252.9,Yes
Male,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Bank transfer (automatic),1857.25,No
Male,No,No,4,No,No phone service,DSL,Yes,Yes,No,Yes,No,Month-to-month,Mailed check,146.4,No
Female,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,240.45,Yes
Male,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),1724.15,No
Female,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Electronic check,315.3,Yes
Male,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),429.55,No
Male,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),356.15,No
Male,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),488.25,No
Male,No,No,1,Yes,No,DSL,No,No,No,No,No,Month-to-month,Mailed check,55.7,Yes
Female,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,1298.7,No
Female,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),1378.75,No
Male,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Electronic check,973.45,Yes
Female,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,384.25,No
Female,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),8543.25,No
Female,No,No,13,No,No phone service,DSL,No,Yes,No,No,No,Month-to-month,Electronic check,389.95,No
Male,Yes,No,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,Credit card (automatic),5731.85,No
Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,20.65,No
Female,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,No,Month-to-month,Bank transfer (automatic),4275.75,No
Female,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,84.5,No
Male,No,No,35,Yes,Yes,DSL,Yes,No,No,No,No,Two year,Mailed check,1924.1,No
Female,Yes,No,18,No,No phone service,DSL,No,No,Yes,No,Yes,Month-to-month,Electronic check,669.85,Yes
Male,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Two year,Bank transfer (automatic),5784.3,No
